,acc,err
0,27.830188679245282,1.1740932166576385
1,37.735849056603776,1.3009585722367156
2,28.30188679245283,1.6020184259615697
3,28.30188679245283,1.6067915915089817
4,30.660377358490564,1.7586904026321926
5,31.132075471698112,1.6980926780873593
6,32.075471698113205,1.7423225111868408
7,33.9622641509434,1.7670713992281992
8,33.0188679245283,1.8216208682586614
9,36.79245283018868,1.6884300384647433
10,34.90566037735849,1.810046885665045
11,37.735849056603776,1.8555135154744657
12,32.54716981132076,2.03760974295657
13,33.490566037735846,1.9718895332966295
14,34.90566037735849,2.0350418848854286
15,34.90566037735849,2.1519376253879425
16,38.20754716981132,2.074121691559481
17,39.15094339622642,1.8263775996794103
18,39.15094339622642,2.0109842099199393
19,39.15094339622642,2.009059565962745
20,39.62264150943396,1.9990142518246738
21,41.0377358490566,1.995188161958998
22,42.924528301886795,1.9499621672049507
23,40.09433962264151,2.0627025753131436
24,41.9811320754717,1.9722715230791952
25,45.28301886792453,1.9604779358887754
26,43.86792452830189,1.870785749667156
27,41.9811320754717,1.995398499707043
28,41.0377358490566,2.386192109916216
29,43.86792452830189,2.1049750406487395
30,44.339622641509436,2.161403814747726
31,43.86792452830189,2.204434038411424
32,42.45283018867924,2.367906625834158
33,39.15094339622642,2.3986383563962317
34,41.9811320754717,2.3072292591070163
35,42.924528301886795,2.296152870865986
36,41.9811320754717,2.286657958869292
37,39.15094339622642,2.5313823809876492
38,42.924528301886795,2.447408662424044
39,43.86792452830189,2.4444021664726665
40,43.39622641509434,2.2935064203330033
41,41.0377358490566,2.444474469174364
42,45.75471698113208,2.406267898168925
43,45.75471698113208,2.3937534928531674
44,46.22641509433962,2.26612285192908
45,40.56603773584906,2.6204387402367932
46,43.86792452830189,2.3744543824314897
47,43.39622641509434,2.442803939327864
48,42.924528301886795,2.6093542510375043
49,44.339622641509436,2.393683058548564
50,41.9811320754717,2.586372020334358
51,41.509433962264154,2.672632052319206
52,42.924528301886795,2.749172689177617
53,42.45283018867924,2.674019739161682
54,40.56603773584906,2.7498155105898037
55,36.79245283018868,2.811439071864809
56,42.45283018867924,2.712024175195185
57,41.0377358490566,2.775725407298324
58,47.16981132075472,2.701106004585729
59,41.9811320754717,2.7658147255530032
60,44.339622641509436,2.564113535017604
61,43.39622641509434,2.482953757165557
62,41.9811320754717,2.7279671663314637
63,44.81132075471698,2.573019243641989
64,43.86792452830189,2.607383302828313
65,45.75471698113208,2.6210680651641285
66,41.9811320754717,2.698408368085773
67,43.39622641509434,2.5280238295653694
68,42.45283018867924,2.605975417867955
69,43.39622641509434,2.574220986683049
70,41.9811320754717,2.9631420698523265
71,42.924528301886795,2.8349031892372203
72,44.81132075471698,2.981397094651935
73,40.09433962264151,3.18264341485305
74,41.0377358490566,3.1140190733306357
75,41.509433962264154,3.0752873079934866
76,40.09433962264151,3.164178248126921
77,41.509433962264154,2.7362082319831114
78,41.509433962264154,2.804422222234372
79,42.924528301886795,2.9613686330814737
80,41.9811320754717,3.2157460207849433
81,38.20754716981132,3.313614621453109
82,41.509433962264154,2.8033710941729666
83,40.56603773584906,3.041238035844352
84,43.39622641509434,2.940148209185692
85,43.86792452830189,2.94599090312617
86,41.0377358490566,2.7847210511144755
87,41.0377358490566,3.1078482335804987
88,40.56603773584906,3.2825883369987015
89,40.56603773584906,3.1245818296883257
90,41.9811320754717,3.0972764818555145
91,41.509433962264154,2.978992135414357
92,42.45283018867924,3.055243309273313
93,41.509433962264154,3.1316799234096346
94,42.45283018867924,3.076431403037727
95,41.0377358490566,3.121538014109687
96,41.509433962264154,3.1024909256932904
97,40.56603773584906,3.129881006872347
98,42.924528301886795,2.861846044511353
99,42.45283018867924,3.1466802392753075
