,acc,err
0,72.67080745341616,0.6867417081820298
1,73.91304347826086,0.641990967300252
2,72.67080745341616,0.6526375859831199
3,68.94409937888199,0.8390803977764668
4,70.1863354037267,0.7670933258011489
5,68.94409937888199,0.7967856350273143
6,69.56521739130434,0.8128604357837994
7,69.56521739130434,0.9302684435087997
8,69.56521739130434,0.8778390268820861
9,70.1863354037267,0.9891848296681036
10,69.56521739130434,0.9834950134661214
11,70.1863354037267,1.0900794153003404
12,70.1863354037267,1.1428436977099714
13,68.94409937888199,1.202843978589886
14,68.94409937888199,1.1105739441003415
15,67.70186335403726,1.1441489988037743
16,70.1863354037267,1.122738772690309
17,67.70186335403726,1.2504724170271486
18,68.94409937888199,1.180068125540766
19,67.70186335403726,1.3009210767861235
20,68.94409937888199,1.2242981281904022
21,67.70186335403726,1.3053002477290365
22,68.32298136645963,1.4226570286888736
23,68.94409937888199,1.3531367899491185
24,67.70186335403726,1.3940328819950556
25,67.08074534161491,1.3926125218837024
26,67.70186335403726,1.5247332255926296
27,67.08074534161491,1.4751140097204094
28,67.08074534161491,1.5038211650770006
29,67.70186335403726,1.5203587302398067
30,69.56521739130434,1.5799200864183895
31,67.08074534161491,1.4930079030182581
32,65.21739130434783,1.494077941940694
33,69.56521739130434,1.5256654646634855
34,66.45962732919256,1.6808821493363868
35,65.21739130434783,1.6835104122133144
36,64.59627329192547,1.7754248762190423
37,68.94409937888199,1.637844099923127
38,67.08074534161491,1.620118880020036
39,67.08074534161491,1.5410052107646315
40,68.32298136645963,1.6456525752450888
41,65.83850931677019,1.7752125548697042
42,69.56521739130434,1.584837452816811
43,67.08074534161491,1.7260019266725508
44,68.32298136645963,1.7154139272450108
45,66.45962732919256,1.6965585434520987
46,67.08074534161491,1.6654169786851305
47,66.45962732919256,1.706487634712729
48,66.45962732919256,1.8267355158555252
49,67.08074534161491,1.7306334992712102
50,66.45962732919256,1.7491909105199481
51,63.975155279503106,1.7823217561788212
52,67.70186335403726,1.7966962978069858
53,67.08074534161491,1.8145943719869053
54,67.70186335403726,1.7569930704339725
55,67.70186335403726,1.7640325201855123
56,64.59627329192547,1.8260304725343413
57,67.70186335403726,1.7740077473508078
58,67.70186335403726,1.8065733621240523
59,65.83850931677019,1.935506045159263
60,67.70186335403726,1.8574758399033204
61,67.70186335403726,1.8105142049468177
62,65.83850931677019,1.8705803953356006
63,67.70186335403726,1.820608581917694
64,66.45962732919256,1.9259634707068924
65,67.70186335403726,1.8509495806909202
66,66.45962732919256,2.007945082027392
67,66.45962732919256,1.928410687633903
68,65.21739130434783,1.9339146031942744
69,65.83850931677019,1.8278788652112339
70,66.45962732919256,1.6582931650166506
71,67.08074534161491,1.8389879022399693
72,66.45962732919256,1.9678944557497373
73,67.70186335403726,1.9079126613151096
74,64.59627329192547,2.0843025832671493
75,65.83850931677019,1.9769623169749158
76,68.32298136645963,1.6873891983960458
77,65.21739130434783,1.9092560398861198
78,65.83850931677019,2.1882625167038308
79,67.08074534161491,2.017230633825627
80,65.83850931677019,2.0858244587646406
81,68.32298136645963,1.9172425666152784
82,68.32298136645963,1.9474889987494148
83,67.08074534161491,1.9686861745812985
84,67.70186335403726,2.0571223662068787
85,67.70186335403726,2.0090341558070532
86,67.08074534161491,2.1193286844846955
87,65.83850931677019,2.06088226172013
88,67.08074534161491,2.0710107651227116
89,66.45962732919256,2.0149843861614607
90,67.70186335403726,2.0529885140017194
91,67.08074534161491,1.9667210868188452
92,67.08074534161491,1.902080397301522
93,65.83850931677019,1.8819393265808522
94,63.975155279503106,2.149624875106523
95,65.21739130434783,2.1835423886449497
96,64.59627329192547,2.2344368708111264
97,65.83850931677019,2.134419246757165
98,65.21739130434783,2.294660337565118
99,65.83850931677019,2.3422872305576985
